t,n_trades,total_volume,n_open_products,total_orders,p0_trades,p0_volume,p0_orders,p1_trades,p1_volume,p1_orders,p2_trades,p2_volume,p2_orders
39,0,0.0,1,80,0,0,80,0,0,0,0,0,0
40,0,0.0,1,82,0,0,82,0,0,0,0,0,0
41,0,0.0,1,84,0,0,84,0,0,0,0,0,0
42,0,0.0,1,86,0,0,86,0,0,0,0,0,0
43,0,0.0,1,88,0,0,88,0,0,0,0,0,0
44,0,0.0,1,90,0,0,90,0,0,0,0,0,0
45,0,0.0,1,92,0,0,92,0,0,0,0,0,0
46,0,0.0,1,94,0,0,94,0,0,0,0,0,0
47,0,0.0,1,96,0,0,96,0,0,0,0,0,0
48,0,0.0,1,98,0,0,98,0,0,0,0,0,0
49,0,0.0,1,100,0,0,100,0,0,0,0,0,0
50,0,0.0,1,102,0,0,102,0,0,0,0,0,0
51,0,0.0,1,104,0,0,104,0,0,0,0,0,0
52,0,0.0,1,106,0,0,106,0,0,0,0,0,0
53,0,0.0,1,108,0,0,108,0,0,0,0,0,0
54,0,0.0,1,110,0,0,110,0,0,0,0,0,0
55,0,0.0,1,112,0,0,112,0,0,0,0,0,0
56,0,0.0,1,114,0,0,114,0,0,0,0,0,0
57,0,0.0,1,116,0,0,116,0,0,0,0,0,0
58,0,0.0,1,118,0,0,118,0,0,0,0,0,0
59,0,0.0,1,120,0,0,120,0,0,0,0,0,0
60,0,0.0,2,124,0,0,122,0,0,2,0,0,0
61,0,0.0,2,128,0,0,124,0,0,4,0,0,0
62,0,0.0,2,132,0,0,126,0,0,6,0,0,0
63,0,0.0,2,136,0,0,128,0,0,8,0,0,0
64,0,0.0,2,140,0,0,130,0,0,10,0,0,0
65,0,0.0,2,144,0,0,132,0,0,12,0,0,0
66,0,0.0,2,148,0,0,134,0,0,14,0,0,0
67,0,0.0,2,152,0,0,136,0,0,16,0,0,0
68,0,0.0,2,156,0,0,138,0,0,18,0,0,0
69,0,0.0,2,160,0,0,140,0,0,20,0,0,0
70,0,0.0,2,164,0,0,142,0,0,22,0,0,0
71,0,0.0,2,168,0,0,144,0,0,24,0,0,0
72,0,0.0,2,172,0,0,146,0,0,26,0,0,0
73,0,0.0,2,176,0,0,148,0,0,28,0,0,0
74,0,0.0,2,180,0,0,150,0,0,30,0,0,0
75,0,0.0,2,184,0,0,152,0,0,32,0,0,0
76,0,0.0,2,188,0,0,154,0,0,34,0,0,0
77,0,0.0,2,192,0,0,156,0,0,36,0,0,0
78,0,0.0,2,196,0,0,158,0,0,38,0,0,0
79,0,0.0,2,200,0,0,160,0,0,40,0,0,0
80,0,0.0,2,204,0,0,162,0,0,42,0,0,0
81,0,0.0,2,208,0,0,164,0,0,44,0,0,0
82,0,0.0,2,212,0,0,166,0,0,46,0,0,0
83,0,0.0,2,216,0,0,168,0,0,48,0,0,0
84,0,0.0,2,220,0,0,170,0,0,50,0,0,0
85,0,0.0,2,224,0,0,172,0,0,52,0,0,0
86,0,0.0,2,228,0,0,174,0,0,54,0,0,0
87,0,0.0,2,232,0,0,176,0,0,56,0,0,0
88,0,0.0,2,236,0,0,178,0,0,58,0,0,0
89,0,0.0,2,240,0,0,180,0,0,60,0,0,0
90,0,0.0,2,244,0,0,182,0,0,62,0,0,0
91,0,0.0,2,248,0,0,184,0,0,64,0,0,0
92,0,0.0,2,252,0,0,186,0,0,66,0,0,0
93,0,0.0,2,256,0,0,188,0,0,68,0,0,0
94,0,0.0,2,260,0,0,190,0,0,70,0,0,0
95,0,0.0,2,264,0,0,192,0,0,72,0,0,0
96,0,0.0,2,268,0,0,194,0,0,74,0,0,0
97,0,0.0,2,272,0,0,196,0,0,76,0,0,0
98,0,0.0,2,276,0,0,198,0,0,78,0,0,0
99,0,0.0,2,280,0,0,200,0,0,80,0,0,0
100,0,0.0,2,284,0,0,202,0,0,82,0,0,0
101,0,0.0,2,288,0,0,204,0,0,84,0,0,0
102,0,0.0,2,292,0,0,206,0,0,86,0,0,0
103,0,0.0,2,296,0,0,208,0,0,88,0,0,0
104,0,0.0,2,300,0,0,210,0,0,90,0,0,0
105,0,0.0,2,304,0,0,212,0,0,92,0,0,0
106,0,0.0,2,308,0,0,214,0,0,94,0,0,0
107,0,0.0,2,312,0,0,216,0,0,96,0,0,0
108,0,0.0,2,316,0,0,218,0,0,98,0,0,0
109,0,0.0,2,320,0,0,220,0,0,100,0,0,0
110,0,0.0,2,324,0,0,222,0,0,102,0,0,0
111,0,0.0,2,328,0,0,224,0,0,104,0,0,0
112,0,0.0,2,332,0,0,226,0,0,106,0,0,0
113,0,0.0,2,336,0,0,228,0,0,108,0,0,0
114,0,0.0,2,340,0,0,230,0,0,110,0,0,0
115,0,0.0,2,344,0,0,232,0,0,112,0,0,0
116,0,0.0,2,348,0,0,234,0,0,114,0,0,0
117,0,0.0,2,352,0,0,236,0,0,116,0,0,0
118,0,0.0,2,356,0,0,238,0,0,118,0,0,0
119,0,0.0,2,360,0,0,240,0,0,120,0,0,0
120,0,0.0,3,366,0,0,242,0,0,122,0,0,2
121,0,0.0,3,372,0,0,244,0,0,124,0,0,4
122,0,0.0,3,378,0,0,246,0,0,126,0,0,6
123,0,0.0,3,384,0,0,248,0,0,128,0,0,8
124,0,0.0,3,390,0,0,250,0,0,130,0,0,10
125,0,0.0,3,396,0,0,252,0,0,132,0,0,12
126,0,0.0,3,402,0,0,254,0,0,134,0,0,14
127,0,0.0,3,408,0,0,256,0,0,136,0,0,16
128,0,0.0,3,414,0,0,258,0,0,138,0,0,18
129,0,0.0,3,420,0,0,260,0,0,140,0,0,20
130,0,0.0,3,426,0,0,262,0,0,142,0,0,22
131,0,0.0,3,432,0,0,264,0,0,144,0,0,24
132,0,0.0,3,438,0,0,266,0,0,146,0,0,26
133,0,0.0,3,444,0,0,268,0,0,148,0,0,28
134,0,0.0,3,450,0,0,270,0,0,150,0,0,30
135,0,0.0,3,456,0,0,272,0,0,152,0,0,32
136,0,0.0,3,462,0,0,274,0,0,154,0,0,34
137,0,0.0,3,468,0,0,276,0,0,156,0,0,36
138,0,0.0,3,474,0,0,278,0,0,158,0,0,38
139,0,0.0,3,480,0,0,280,0,0,160,0,0,40
140,0,0.0,3,486,0,0,282,0,0,162,0,0,42
141,0,0.0,3,492,0,0,284,0,0,164,0,0,44
142,0,0.0,3,498,0,0,286,0,0,166,0,0,46
143,0,0.0,3,504,0,0,288,0,0,168,0,0,48
144,0,0.0,3,510,0,0,290,0,0,170,0,0,50
145,0,0.0,3,516,0,0,292,0,0,172,0,0,52
146,0,0.0,3,522,0,0,294,0,0,174,0,0,54
147,0,0.0,3,528,0,0,296,0,0,176,0,0,56
148,0,0.0,3,534,0,0,298,0,0,178,0,0,58
149,0,0.0,3,540,0,0,300,0,0,180,0,0,60
150,0,0.0,3,546,0,0,302,0,0,182,0,0,62
151,0,0.0,3,552,0,0,304,0,0,184,0,0,64
152,0,0.0,3,558,0,0,306,0,0,186,0,0,66
153,0,0.0,3,564,0,0,308,0,0,188,0,0,68
154,0,0.0,3,570,0,0,310,0,0,190,0,0,70
155,0,0.0,3,576,0,0,312,0,0,192,0,0,72
156,0,0.0,3,582,0,0,314,0,0,194,0,0,74
157,0,0.0,3,588,0,0,316,0,0,196,0,0,76
158,0,0.0,3,594,0,0,318,0,0,198,0,0,78
159,0,0.0,3,600,0,0,320,0,0,200,0,0,80
160,0,0.0,3,606,0,0,322,0,0,202,0,0,82
161,0,0.0,3,612,0,0,324,0,0,204,0,0,84
162,0,0.0,3,618,0,0,326,0,0,206,0,0,86
163,0,0.0,3,624,0,0,328,0,0,208,0,0,88
164,0,0.0,3,630,0,0,330,0,0,210,0,0,90
165,0,0.0,3,636,0,0,332,0,0,212,0,0,92
166,0,0.0,3,642,0,0,334,0,0,214,0,0,94
167,0,0.0,3,648,0,0,336,0,0,216,0,0,96
168,0,0.0,3,654,0,0,338,0,0,218,0,0,98
169,0,0.0,3,660,0,0,340,0,0,220,0,0,100
170,0,0.0,3,666,0,0,342,0,0,222,0,0,102
171,0,0.0,3,672,0,0,344,0,0,224,0,0,104
172,0,0.0,3,678,0,0,346,0,0,226,0,0,106
173,0,0.0,3,684,0,0,348,0,0,228,0,0,108
174,0,0.0,3,690,0,0,350,0,0,230,0,0,110
175,0,0.0,3,696,0,0,352,0,0,232,0,0,112
176,0,0.0,3,702,0,0,354,0,0,234,0,0,114
177,0,0.0,3,708,0,0,356,0,0,236,0,0,116
178,0,0.0,3,714,0,0,358,0,0,238,0,0,118
179,0,0.0,3,720,0,0,360,0,0,240,0,0,120
180,0,0.0,3,726,0,0,362,0,0,242,0,0,122
181,0,0.0,3,732,0,0,364,0,0,244,0,0,124
182,0,0.0,3,738,0,0,366,0,0,246,0,0,126
183,0,0.0,3,744,0,0,368,0,0,248,0,0,128
184,0,0.0,3,750,0,0,370,0,0,250,0,0,130
185,0,0.0,3,756,0,0,372,0,0,252,0,0,132
186,0,0.0,3,762,0,0,374,0,0,254,0,0,134
187,0,0.0,3,768,0,0,376,0,0,256,0,0,136
188,0,0.0,3,774,0,0,378,0,0,258,0,0,138
189,0,0.0,3,780,0,0,380,0,0,260,0,0,140
190,0,0.0,3,786,0,0,382,0,0,262,0,0,142
191,0,0.0,3,792,0,0,384,0,0,264,0,0,144
192,0,0.0,3,798,0,0,386,0,0,266,0,0,146
193,0,0.0,3,804,0,0,388,0,0,268,0,0,148
194,0,0.0,3,810,0,0,390,0,0,270,0,0,150
195,0,0.0,3,816,0,0,392,0,0,272,0,0,152
196,0,0.0,3,822,0,0,394,0,0,274,0,0,154
197,0,0.0,3,828,0,0,396,0,0,276,0,0,156
198,0,0.0,3,834,0,0,398,0,0,278,0,0,158
199,0,0.0,3,840,0,0,400,0,0,280,0,0,160
