t;agent_type;position;revenue;imbalance;da_position;capacity
142;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
143;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
144;RandomLiquidityAgent;-23.194287324919628;-3045.707829959952;0.0;0.0;100.0
145;RandomLiquidityAgent;-27.09823408531063;-3306.2828880301654;0.0;0.0;100.0
146;RandomLiquidityAgent;-24.971701429168505;-3233.500248350832;0.0;0.0;100.0
147;RandomLiquidityAgent;-22.826422783768166;-3113.3009928643937;0.0;0.0;100.0
148;RandomLiquidityAgent;-28.30876532499321;-3443.1906529952435;0.0;0.0;100.0
149;RandomLiquidityAgent;-28.30876532499321;-3443.1906529952435;0.0;0.0;100.0
150;RandomLiquidityAgent;-23.30876532499321;-3337.300471737206;0.0;0.0;100.0
151;RandomLiquidityAgent;-24.764212951195823;-3432.6221341489218;0.0;0.0;100.0
152;RandomLiquidityAgent;-24.764212951195823;-3432.6221341489218;0.0;0.0;100.0
153;RandomLiquidityAgent;-24.764212951195823;-3432.6221341489218;0.0;0.0;100.0
154;RandomLiquidityAgent;-29.057649123853892;-3725.437250685713;0.0;0.0;100.0
155;RandomLiquidityAgent;-24.79493514035533;-3584.3919916803297;0.0;0.0;100.0
156;RandomLiquidityAgent;-27.58645607432738;-3688.0322980776323;0.0;0.0;100.0
157;RandomLiquidityAgent;-31.538148703056116;-3832.477114640587;0.0;0.0;100.0
158;RandomLiquidityAgent;-27.22292841426419;-3685.8319255652054;0.0;0.0;100.0
159;RandomLiquidityAgent;-27.22292841426419;-3685.8319255652054;0.0;0.0;100.0
160;RandomLiquidityAgent;-24.892947039561204;-3528.1047059072994;0.0;0.0;100.0
161;RandomLiquidityAgent;-29.58634372346555;-3866.0188672598724;0.0;0.0;100.0
162;RandomLiquidityAgent;-23.857049360865233;-3533.1688754238994;0.0;0.0;100.0
163;RandomLiquidityAgent;-17.36636014015647;-3228.3475794058027;0.0;0.0;100.0
164;RandomLiquidityAgent;-13.512993434990438;-3040.47466615385;0.0;0.0;100.0
165;RandomLiquidityAgent;-16.23903993245248;-3130.4626259541537;0.0;0.0;100.0
166;RandomLiquidityAgent;-14.25600069831276;-3000.1894333835785;0.0;0.0;100.0
167;RandomLiquidityAgent;-14.25600069831276;-3000.1894333835785;0.0;0.0;100.0
168;RandomLiquidityAgent;-8.958964014344692;-2689.832439110937;0.0;0.0;100.0
169;RandomLiquidityAgent;-8.958964014344692;-2689.832439110937;0.0;0.0;100.0
170;RandomLiquidityAgent;-0.06827550308338282;-2524.8293418254625;0.0;0.0;100.0
171;RandomLiquidityAgent;-5.068275503083383;-2755.4369854794263;0.0;0.0;100.0
172;RandomLiquidityAgent;-2.4888212785372;-2612.4771894106293;0.0;0.0;100.0
173;RandomLiquidityAgent;-5.15185208796326;-2669.0637980637157;0.0;0.0;100.0
174;RandomLiquidityAgent;-5.15185208796326;-2669.0637980637157;0.0;0.0;100.0
175;RandomLiquidityAgent;-5.15185208796326;-2669.0637980637157;0.0;0.0;100.0
176;RandomLiquidityAgent;-0.4092415490822372;-2413.253263087776;0.0;0.0;100.0
177;RandomLiquidityAgent;-0.4092415490822372;-2413.253263087776;0.0;0.0;100.0
178;RandomLiquidityAgent;-2.5178345625105414;-2578.480251243278;0.0;0.0;100.0
179;RandomLiquidityAgent;-0.3303355041206504;-2410.6083000736307;0.0;0.0;100.0
180;RandomLiquidityAgent;-0.3303355041206504;-2410.6083000736307;0.0;0.0;100.0
181;RandomLiquidityAgent;-0.3303355041206504;-2410.6083000736307;0.0;0.0;100.0
182;RandomLiquidityAgent;3.1919653564483466;-2099.7065577550243;0.0;0.0;100.0
183;RandomLiquidityAgent;-1.975069754304673;-2463.9533557909367;0.0;0.0;100.0
184;RandomLiquidityAgent;-0.6851139201148437;-2431.603280832753;0.0;0.0;100.0
185;RandomLiquidityAgent;-0.6851139201148437;-2431.603280832753;0.0;0.0;100.0
186;RandomLiquidityAgent;-2.946334096148985;-2481.774551424203;0.0;0.0;100.0
187;RandomLiquidityAgent;-2.946334096148985;-2481.774551424203;0.0;0.0;100.0
188;RandomLiquidityAgent;-2.946334096148985;-2481.774551424203;0.0;0.0;100.0
189;RandomLiquidityAgent;-6.652961865305315;-2721.4244927207237;0.0;0.0;100.0
190;RandomLiquidityAgent;-6.652961865305315;-2721.4244927207237;0.0;0.0;100.0
191;RandomLiquidityAgent;-8.813332676555696;-2759.008722368283;0.0;0.0;100.0
192;RandomLiquidityAgent;-8.813332676555696;-2759.008722368283;0.0;0.0;100.0
193;RandomLiquidityAgent;-8.813332676555696;-2759.008722368283;0.0;0.0;100.0
194;RandomLiquidityAgent;-7.667353567544351;-2713.5633236327367;0.0;0.0;100.0
195;RandomLiquidityAgent;-4.010622979974707;-2572.8218703634598;0.0;0.0;100.0
196;RandomLiquidityAgent;0.40793499269568034;-2234.055373056152;0.0;0.0;100.0
197;RandomLiquidityAgent;-5.3075647459410344;-2623.7480774013893;0.0;0.0;100.0
198;RandomLiquidityAgent;-6.389837901156991;-2678.3581019689723;0.0;0.0;100.0
199;RandomLiquidityAgent;-6.389837901156991;-2678.3581019689723;0.0;0.0;100.0
